,id,text,in_reply_to_status_id,created_at,in_reply_to_screen_name
11,1385413569890590722,"@dtptraffic @ArvindKejriwal @LtGovDelhi @CPDelhi @DelhiPolice ई पास अप्लाई किये हुए 3 दिन हो चुके हैं, अब क्या लॉक… https://t.co/SzUhdttpAI",1385182284056207360,2021-04-23 02:01:49,varunkashyap14
12,1385220902355308552,"Hi @delhi_dc. Here’s a small yet useful suggestion. When you are rejecting e-passes, could you also inform the appl… https://t.co/7lp5sPyuBK",,2021-04-22 13:16:13,
13,1385421997253939203,"@DelhiPolice @dtptraffic @CPDelhi , sir this is Abhinav. I stay in Gurgaon. My brother stay in Noida sector 99. He… https://t.co/jsbpLSZR97",,2021-04-23 02:35:18,DelhiPolice
14,1385410816908816390,@CMODelhi @ArvindKejriwal @DelhiPolice website is not working from long time i need to go urgent and my epass has b… https://t.co/GtvC9ovr3h,,2021-04-23 01:50:53,CMODelhi
15,1385424501597368322,"@dtptraffic  @DelhiPolice  sir / ma'am I have applied for movement pass. But it is still showing ""pending""  status.… https://t.co/2dLj6gY6sL",,2021-04-23 02:45:15,dtptraffic
16,1385152262985576448,"@DelhiPolice @ArvindKejriwal 
Applied Movement pass in Delhi police portal, medical emergency case need to travel t… https://t.co/aFsE3Apmpc",,2021-04-22 08:43:29,DelhiPolice
17,1385283260750524418,"@BJP4Delhi @dtptraffic @DelhiPolice @ArvindKejriwal 
Sir kya jo private job kar rhe h
Jinke Office ki permission h… https://t.co/Q06I2yapaM",,2021-04-22 17:24:01,BJP4Delhi
18,1384034682883383299,How to commute to Madhya Pradesh on 24apr21 and return to delhi on 25apr21 for medical reason through own vehicle @dtptraffic @DelhiPolice,,2021-04-19 06:42:37,
19,1385286605187915776,Plz give me respond🙏🙏🙏🙏🙏,1385283260750524418,2021-04-22 17:37:18,Dk669366Kashyap
20,1385288699563315203,"Hi Sir,
One of my friend lost job due to Covid and he has got offer invitation from Noida, where he has to go tomor… https://t.co/LH0jODKwbg",,2021-04-22 17:45:38,
21,1385269830752739330,"@DelhiPolice We are a logistics company, we move essential items like sanitizer,masks,grocery and we come under ess… https://t.co/VdmhMhPAxA",,2021-04-22 16:30:39,DelhiPolice
22,1385269589404127235,@DelhiPolice  The epass website isn't working. My friend needs to go from gurgaon to south Delhi urgently. Her dad… https://t.co/zcoTTsDg0e,,2021-04-22 16:29:41,DelhiPolice
23,1385263650982686728,"@DelhiPolice, @CPDelhi: Need an #ePass for a medical consultation tomorrow, but #DelhiGovernment's web portal for p… https://t.co/SJ028yYBef",,2021-04-22 16:06:06,DelhiPolice
24,1385244833636229129,"#DelhiPolice
Need to take my mother for vaccination tomorrow from noida to delhi. Have doctors prescription. Pls allow",,2021-04-22 14:51:19,
25,1385240776825659394,"Using delhi police website to obtain the movement pass is not less than harassment, reached this point after contin… https://t.co/NMz6Fiofgx",,2021-04-22 14:35:12,
26,1385225189600890884,@DelhiPolice What kind id card required I have business not job so I have valid addhar card from Delhi I was on bus… https://t.co/56J7bWf4dI,1385224116383322115,2021-04-22 13:33:16,DelhiPolice
27,1385223579273293826,@DelhiPolice How to contact GNCTD please help and telly can i travel with our own car form delhi to punjab with family???,1385219837564129281,2021-04-22 13:26:52,DelhiPolice
28,1385221482238734343,"Dear @DelhiPolice your pass portal is not working. Please fix your watch. Maintainence was to go on till 3 o'clock,… https://t.co/lYNTMCPy5D",,2021-04-22 13:18:32,
29,1385211072576036866,@DelhiPolice @javedND @dtptraffic @sshekhar1608 @ArvindKejriwal @msisodia @anujtomer2007 @HomeMinistrymv… https://t.co/VUEd18lUzm,1385172239633424384,2021-04-22 12:37:10,DelhiPolice
30,1385138688594636803,Dear Sir @dtptraffic @DelhiPolice My mother &amp; father are COVID positive (they stay alone in Delhi) &amp; I stay in Gurg… https://t.co/01Enwmye5o,,2021-04-22 07:49:32,
31,1385200459854401545,Dear @dtptraffic @DelhiPolice can you make a helpline from there people can find hospital-related information.. so… https://t.co/Z5or1QULmA,,2021-04-22 11:55:00,
32,1385207378555985921,@ArvindKejriwal @DM_NorthWest @DelhiPolice We are working according to the order issued by DDMA ON 19/04/2021. Plea… https://t.co/pHHhkySLB7,1385206294429065216,2021-04-22 12:22:29,HomeFactoryFood
33,1385154802183589889,"Does a plasma donor traveling from Punjab to Delhi need any documents/epass? 
@dtptraffic @DelhiPolice @DGPPunjabPolice @PunjabPoliceInd",,2021-04-22 08:53:34,
34,1385169520784936967,"Respected @DelhiPolice,@DCPWestDelhi I want to submit my assignment to Motilal Nehru College, can I go to college to submit my assignments?",,2021-04-22 09:52:03,
35,1385168867375255558,@dtptraffic @sshekhar1608 @ArvindKejriwal @DelhiPolice @msisodia @anujtomer2007 @HomeMinistrymv @MoHFW_INDIA mera p… https://t.co/KO7pQsEnRR,1385108929412165632,2021-04-22 09:49:27,dtptraffic
36,1385166860279107585,Sir 25th ko marriage hai or bus me travel with 25 people ki permission chahiye but koi bhi nahi dera. What should w… https://t.co/4LVBaYzhMM,,2021-04-22 09:41:29,
37,1385164861777219584,@dtptraffic I have family emergency and want to travel to greater noida from Faridabad what is the procedure please… https://t.co/R00KlA6hFM,,2021-04-22 09:33:32,dtptraffic
38,1385122769516392452,@dtptraffic @DelhiPolice I am from ghaziabad. I need to go to Delhi Airport to pick my wife. Do I need e-pass for that ?,,2021-04-22 06:46:17,dtptraffic
39,1385114838582525956,"@CPDelhi @DelhiPolice @AamAadmiParty @ArvindKejriwal
I will be travelling to Delhi on 27th April, Tuesday by air.… https://t.co/1flwTXsHTB",,2021-04-22 06:14:46,CPDelhi
40,1385109146610003969,@ArvindKejriwal @CMODelhi I have been following up for the e-pass from past 5 Days. My relatives need to come from… https://t.co/aQMoIfwStX,,2021-04-22 05:52:09,ArvindKejriwal
41,1385111103953272833,@dtptraffic @sshekhar1608 @ArvindKejriwal @DelhiPolice @msisodia @anujtomer2007 @HomeMinistrymv @MoHFW_INDIA How to get the valid epass?,1385108929412165632,2021-04-22 05:59:55,dtptraffic
42,1385109609644449793,"Is e pass required in Delhi while going for a cremation?
Can someone confirm urgently?
@DelhiPolice @CPDelhi… https://t.co/C0wbhcVm9K",,2021-04-22 05:53:59,
43,1385107089316405249,क्या किसी valid e paas के बिना भी कर्फ़्यू में बाहर निकला जा सकता है क्या ? @ArvindKejriwal @dtptraffic… https://t.co/b4HJbmnJOB,,2021-04-22 05:43:58,
44,1385092110336937985,"@DelhiPolice @DCPSEastDelhi  I live in Noida and my mother and family live in Faridabad, can I travel from Noida to… https://t.co/j1UdpqO94K",,2021-04-22 04:44:27,DelhiPolice
45,1385072956540297222,@DelhiPolice sir mujhe mumbai se Delhi train se aana h apne ghar to ja sakte h kya pls reply sir,,2021-04-22 03:28:20,DelhiPolice
46,1384941912289906696,@DelhiPolice @CPDelhi movement pass request is pending since morning. The request comes under essential services an… https://t.co/7qv20QP1sQ,,2021-04-21 18:47:37,DelhiPolice
47,1385072247686139909,@DelhiPolice I need to travel (by road) from Gurugram to Lucknow to bring my mother (who is stuck alone in Lucknow)… https://t.co/NAeHNXh9Fl,,2021-04-22 03:25:31,DelhiPolice
48,1384716116048547840,"@DelhiPolice
I need to go my nearest bank for urgent work. I need e pass for that or not. Please clarify",,2021-04-21 03:50:23,DelhiPolice
49,1384907252675616770,@DelhiPolice covid test ke liye agar hospital jana ho to kya pass compalsury hoga ?? Pls reply..,,2021-04-21 16:29:54,DelhiPolice
50,1384887960856784913,@DelhiPolice Sir can I go to Delhi tomorrow morning to to pick him and bring him to Gurgaon home ? He is working fo… https://t.co/oA4YojnDgN,1384820559968542726,2021-04-21 15:13:14,DelhiPolice
51,1384900590484983814,@sandeepaurora @BDUTT @DelhiPolice Look at their website hopeless was trying to get movement pass . It is such pain… https://t.co/uafiortas3,1384798693274968070,2021-04-21 16:03:25,sandeepaurora
52,1384876012287283202,"#DilKiPolice
Namaste sir.
For vaccination, you wrote ''allowed on production of valid i-card'', but I am confused a… https://t.co/LRhZlTv7mN",,2021-04-21 14:25:45,
53,1384888554828955648,"Sir, my mom went to my maternal uncle home(sonipat) for visiting before Lockdown but now is lockdown and i want to… https://t.co/n7HRZKnVvp",,2021-04-21 15:15:36,
54,1384882014013198345,@DelhiPolice @dtptraffic Is it allowed to go to airport to pick somebody during daytime? Please guide.,,2021-04-21 14:49:36,DelhiPolice
55,1384867233814380550,Dear sir I applied lots a time for my curfew pass I am working in restaurants who deliver foods QZU6RFA this is my… https://t.co/vdfQZavtGx,,2021-04-21 13:50:52,
56,1384864915303796743,"I even tried calling the helpline no. 01123469900, but the person couldn't provide any solution. Asked me to reappl… https://t.co/FFCU4XooRR",1384863282821951491,2021-04-21 13:41:40,shantanu_1981
57,1384863302858067980,"@dtptraffic @DelhiPolice 
Sir mai Gurgoan duty krta hu but delhi dwarka m rhta hu kya m duty krne ja sakta hu es time",,2021-04-21 13:35:15,dtptraffic
58,1384864816846811141,"@DelhiPolice
@DCPNWestDelhi @ArvindKejriwal @LtGovDelhi 
We deal in mask, sanitisers ,applied for epass, and its un… https://t.co/KsMnQ84nwb",,2021-04-21 13:41:16,DelhiPolice
59,1384864470867062786,"I have Haryana night curfew pass 
Valid in delhi 
@DelhiPolice 
@dcp_southwest 
@CPDelhi",,2021-04-21 13:39:54,
60,1384835210777284608,@tilakrajmunjal @ArvindKejriwal @DCPWestDelhi @DelhiPolice kindly look into this matter.,1384832674825523207,2021-04-21 11:43:37,tilakrajmunjal
61,1384846848209391620,Sir auto rickshaw are allowed during this curfew @dtptraffic @DelhiPolice @ArvindKejriwal @msisodia,,2021-04-21 12:29:52,
62,1384802252221603841,"1/2
@DCPSouthDelhi @CPDelhi @cp_delhi @dtptraffic 
Applied curfew Pass 7 times, all rejected. I am Operations Head… https://t.co/Ky0PK9IiHy",,2021-04-21 09:32:39,
63,1384789700108423174,Can we move to shift our goods from one place to another using cab. @DelhiPolice,,2021-04-21 08:42:47,
64,1384780710846734338,"My younger brother has an appointment in Mall Road Transport Authority on 23-Apr-2021 for his driving licence test,… https://t.co/6h6OHa4Zc7",,2021-04-21 08:07:04,
65,1384783387248926720,Sir I am coming from tamil nadu to delhi at hazrat Nizamuddin station by train.can I travel in DTC bus or not by sh… https://t.co/BDZk0pqb77,,2021-04-21 08:17:42,
66,1384774700635549701,@DelhiPolice i am an IT Engineer i deals with security systems &amp; cctv camera’s can you please proceed my pass as so… https://t.co/imApkuluOI,,2021-04-21 07:43:11,DelhiPolice
67,1384774829891489793,@DelhiPolice @ghaziabadpolice  I have to drop my wife at delhi railway station. wil i be allowed to travel back to… https://t.co/jOEDw1nmPR,,2021-04-21 07:43:41,DelhiPolice
68,1384757169254322181,"@DelhiPolice @ArvindKejriwal Thanks a lot for your response, but what I need is process to get epass for traveling… https://t.co/ytJKkPmzUB",1384755367675006979,2021-04-21 06:33:31,DelhiPolice
69,1384756460152709120,I am planning to leave Delhi again for forever. I need to take my things back home. Can I enter Delhi and take my t… https://t.co/5nKtrqfG3i,,2021-04-21 06:30:42,
70,1384756211514429446,"@dtptraffic @DelhiPolice Pls help to get e pass, no.99715 26953,99715 18387 provided from ur toll free no. Not working",1384542278107025413,2021-04-21 06:29:43,dheerajonline2u
71,1384542278107025413,"@dtptraffic @DelhiPolice Sir, number provided for getting e pass is not working.pls advise",1384042555730321408,2021-04-20 16:19:37,dtptraffic
72,1384751256162369539,"@ArvindKejriwal @DCPSouthDelhi @DMSouthDelhi @LtGovDelhi @DelhiPolice @CMODelhi @dtptraffic @CPDelhi 
 Applied for… https://t.co/vqEYtO8U35",,2021-04-21 06:10:01,ArvindKejriwal
73,1384748898715987973,@DelhiPolice @ArvindKejriwal Sir we have marriage of my sister on 25th April and we need travelling pass from New D… https://t.co/5mlWr3GeF3,,2021-04-21 06:00:39,DelhiPolice
74,1384746620512661512,@DelhiPolice my mother needs to go for vaccination on 24 April Saturday. Delhi Government portal doesn't give optio… https://t.co/FXIHsVCUJJ,,2021-04-21 05:51:36,DelhiPolice
75,1384622043908370434,"@DelhiPolice @DCPSEastDelhi @CPDelhi Sir,
     How Much Time #epass Generation. All Most 12Hours Applied $epass But… https://t.co/vqgoPG7L01",,2021-04-20 21:36:34,DelhiPolice
76,1384743409542336514,Why it’s taking so much time to get epass ? It’s been 2 days but still It’s showing verification pending. Pls do so… https://t.co/ODd2qwwKKh,,2021-04-21 05:38:50,
77,1384732843994058757,@DCPEastDelhi @DelhiPolice We are unable to get it from the website.. please can you help,1384728157039652866,2021-04-21 04:56:51,DCPEastDelhi
78,1384731324607434752,@DelhiPolice @CPDelhi I am in Noida  for treatment of my fathers 81 and I have to come Delhi to go his office,1384531658901057544,2021-04-21 04:50:49,DelhiPolice
79,1384717638136336384,"@ArvindKejriwal @DelhiPolice I need only one answer for you, We are running a restaurent but not able to get the pa… https://t.co/CYZFyWeGkc",,2021-04-21 03:56:26,ArvindKejriwal
80,1384707634582806528,"@DelhiPolice Dear Sir,
I have applied for the movement pass. I am moving to my hometown along with my family today… https://t.co/jr5vb4k8DZ",,2021-04-21 03:16:41,DelhiPolice
81,1384705653051072518,@DelhiPolice I have to do RT-PCR test for travel purpose. Do I need e-pass to visit the respective test center’s ?? Please advise,,2021-04-21 03:08:48,DelhiPolice
82,1384703475011842056,"@CMODelhi @DcpNorthDelhi @DelhiPolice
Sir, when it is pass is Approved, How many Time it's complete process &amp; its a… https://t.co/wldztPaOed",,2021-04-21 03:00:09,CMODelhi
83,1384697900853186561,"@DelhiPolice i have epass from APMC, AZADPUR, essential services from last year. Will it be valid or i need to rene… https://t.co/d99zAylSrP",,2021-04-21 02:38:00,DelhiPolice
84,1384507202291912708,"@RajeevG64470728 @dtptraffic @DelhiPolice @CMODelhi Hello DP

The person attending 25844444

Did not have any infor… https://t.co/efP9DNyKgN",1384504286449598466,2021-04-20 14:00:14,RajeevG64470728
85,1384479288540372998,"Have to travel from Delhi to Muzaffarpur to attend the last rites of a family member.

Where to apply.

@dtptraffic 
@DelhiPolice 
@CMODelhi",,2021-04-20 12:09:19,
86,1384510090439368708,@DelhiPolice Sir in my family three persons are Corona positive they need food please allow me to deliver food and… https://t.co/NmzU3K1fRo,1384398888983961601,2021-04-20 14:11:43,DelhiPolice
87,1384516280992944129,@DelhiPolice crossing Delhi for inter state movement .need any pass or other things,,2021-04-20 14:36:19,DelhiPolice
88,1384522818281373696,@DCPEastDelhi @CPDelhi @DelhiPolice Is marriage card is allowed for movement in curfew,1382973483118784512,2021-04-20 15:02:17,DCPEastDelhi
89,1384569034230800384,@DelhiPolice @UberINSupport I have to travel to my hometown Lucknow. Is it allowed to travel in uber cab from Gurug… https://t.co/dwp4yqpeWW,,2021-04-20 18:05:56,DelhiPolice
90,1384566964560015362,@DelhiPolice @ArvindKejriwal @LtGovDelhi @CPDelhi सर  कोई कॉल पिक नही कर रहा है,1384566369530703874,2021-04-20 17:57:43,DelhiPolice
91,1384565601218142212,@DelhiPolice @CPDelhi Sir I also apply  5 times for movement pass for delivery of essential goods and services like… https://t.co/kbU1zLQxpW,1384531658901057544,2021-04-20 17:52:17,DelhiPolice
92,1384564251776409603,@ArvindKejriwal @LtGovDelhi @CPDelhi @DelhiPolice सर  कुछ काम आगर दिल्ली में अर्जेंट हो तो हमें कहा से एंट्री पास कहा से  प्राप्त होगा 🙏🏽,,2021-04-20 17:46:56,ArvindKejriwal
93,1384557461743435783,@DelhiPolice Can I travel to Jammu from Delhi by car on 24th April? Do I need an e-pass?,,2021-04-20 17:19:57,DelhiPolice
94,1384557294973710340,"@DelhiPolice 
I am resident of Delhi and my office at Noida, is movement allow during this lockdown..?",,2021-04-20 17:19:17,DelhiPolice
95,1384550785531342851,"@CPDelhi @OfficeOfDyCM @CMODelhi @LtGovDelhi @DelhiPolice 
Delhi Epass applied for essential services but still pen… https://t.co/ntgYWil6Aq",,2021-04-20 16:53:25,CPDelhi
96,1384067445464264707,Hello @DelhiPolice why haven't you arrested the woman? Why pooch taach? This is so sick. She was the one using more… https://t.co/mPMVkbSLaZ,,2021-04-19 08:52:48,
97,1384067445464264707,Hello @DelhiPolice why haven't you arrested the woman? Why pooch taach? This is so sick. She was the one using more… https://t.co/mPMVkbSLaZ,,2021-04-19 08:52:48,
98,1384538927575437324,@DCPEastDelhi @DelhiPolice Hi i m resident of east delhi went to out of station by road due to emergency. Want to c… https://t.co/wxHTU6hUKX,,2021-04-20 16:06:18,DCPEastDelhi
99,1384536072844025857,@DelhiPolice @DCPCentralDelhi @CPDelhi DELHI POLICE MOVEMENT PASS SITE IS NOT WORKING KINDLY CLEAR THIS PROBLEM I W… https://t.co/sByJDwEg6V,1383998739363209218,2021-04-20 15:54:57,DelhiPolice
100,1384522752640516099,"Dear Sir,
My sister's wedding planned this Wednesday at my home town(out of delhi) Can we go using personal car by… https://t.co/buCe9xVwHJ",,2021-04-20 15:02:02,
101,1384528392570261505,@DelhiPolice do I need an e-pass if I need to drop someone to the airport?,,2021-04-20 15:24:26,DelhiPolice
102,1384512370634989577,@CPDelhi @DelhiPolice @CMOfficeDel I have applied for movement pass but police rejected it we are manufacture and d… https://t.co/AtgxVJSSCI,,2021-04-20 14:20:46,CPDelhi
103,1384513906027073537,"@DelhiPolice my old mother will come from Assam alone in flight,can we go to pick up her from delhi airport ,we will go from ghaziabad",,2021-04-20 14:26:52,DelhiPolice
104,1384519406861000705,"@dtptraffic @DelhiPolice @ArvindKejriwal @AamAadmiParty 
Sir,  During this lockdown/curfew  is the  e-pass needed t… https://t.co/GbSReUjJaW",,2021-04-20 14:48:44,dtptraffic
105,1382973483118784512,"Movement passes for eligible persons falling under category ""i or j"" in the DDMA order can be obtained online throu… https://t.co/SGVZJb275G",,2021-04-16 08:25:47,
106,1384503605760167937,We are cctv camera provider &amp; ITs engineer . Can you please confirm? Applied for Epass yesterday but no response.… https://t.co/Tqx4QtKrKc,,2021-04-20 13:45:57,
107,1384494203917332487,Hello @DelhiPolice @DCPDwarka @ArvindKejriwal @CMODelhi we have applied for e-pass to travel tmrw from Dwarka to Di… https://t.co/TAqIjOP9LB,,2021-04-20 13:08:35,
108,1384449013978583044,"@DelhiPolice @msisodia 
I have paid taxi guy in advance for my travel to Bihar so wanted to know whether taxi from… https://t.co/erVLeTPYSM",,2021-04-20 10:09:01,DelhiPolice
109,1384494023444819979,@DelhiPolice what is the procedure to get travel passes for my family members who want to travel for getting their… https://t.co/iTMcHqWSPe,,2021-04-20 13:07:52,DelhiPolice
110,1384484481508134915,"@LtGovDelhi @ArvindKejriwal @msisodia @AmitShah @vinitgoenka @adeshguptabjp @Gupta_vijender 
We have received conce… https://t.co/LYm9rQTa4U",,2021-04-20 12:29:57,LtGovDelhi
111,1384480424286588934,"@DelhiPolice Hi,
 can you please confirm if i can travel from Delhi to Gurugram in this week lockdown, as my office… https://t.co/hpMxVaA9fe",,2021-04-20 12:13:50,DelhiPolice
112,1384408197071396865,"@dcp_outernorth @ssyips @SanjaySingh_IPS @DelhiPolice @CPDelhi @PTI_News @ANI Tehrvi mein jane ke liye bhi e pass,… https://t.co/LLig5xYKQ6",1381257167102046211,2021-04-20 07:26:49,dcp_outernorth
113,1384435416942608385,Sir we are vegetable selling company in South Delhi region. We two are coming from Badarpur and Sangam Vihar do we… https://t.co/2ThiTF4Q3g,,2021-04-20 09:14:59,
114,1384426970902011910,@DelhiPolice please confirm just marriage card is required for marriage or any pass from SDM office..,,2021-04-20 08:41:25,DelhiPolice
115,1384430895210242050,@DelhiPolice We have confirmed passport renewal appointment on 22 April in New Delhi. Will we be allowed to go to p… https://t.co/elFsqw4vzR,,2021-04-20 08:57:01,DelhiPolice
116,1384429351223971843,@DelhiPolice @MCDdelhi @ArvindKejriwal @AamAadmiParty @msisodia @JantaSamvad @LtGovDelhi Curfew ePass for our staff… https://t.co/TJPbB2KLya,,2021-04-20 08:50:53,DelhiPolice
117,1384429237285752835,"I need to go to my factory situated at Kundli Haryana from Delhi,As we are the manufacturer of face mask,Face Sheil… https://t.co/wpbPQxKZ0l",,2021-04-20 08:50:26,
118,1384426260760129536,"@girishsoni9
 sir my sagai function is on 22nd April in madipur, please help to get E-pass for 50 people

on websit… https://t.co/n0E5BHjLZx",,2021-04-20 08:38:36,girishsoni9
119,1384423161836433412,"@DelhiPolice dear sir I'm a owner of stationery shop in Palam, Raj Nagar-II &amp; my shop is in my house... Can i open… https://t.co/wmOv0Ejv1I",,2021-04-20 08:26:17,DelhiPolice
120,1384424500977037312,"@DelhiPolice 
My brother's flight departure from IGI Airport tomorrow 3 AM. Can we go by a car from Meerut to Delhi without e-pass or not?",,2021-04-20 08:31:37,DelhiPolice
121,1384459528167514119,"@AamAadmiParty @CPDelhi @DelhiPolice 
Respect Team, I have been trying to submit application for weekend curfew pas… https://t.co/qTyWPDYH0O",,2021-04-20 10:50:48,AamAadmiParty
122,1384423315515711488,What to do when a company do not come under IT/ITES company but still claims to fall under and forces employees to… https://t.co/8UzbCM1W6y,,2021-04-20 08:26:54,
123,1384420142965137412,@DelhiPolice Sir mujhe railway station jana he iske liye vi pass lena hoga?,1375853220715667459,2021-04-20 08:14:18,DelhiPolice
124,1384410240171474944,"@dtptraffic @DelhiPolice  
Hi there, 
I work in a company in sahibabaad which is open. Or I'm living in delhi. So I… https://t.co/BLKi3VWyXV",,2021-04-20 07:34:57,dtptraffic
125,1384454617598103553,Why is taking so long to issue e-pass to those engaged in providing essential services? Could someone please expedi… https://t.co/Nwrts3hGoh,,2021-04-20 10:31:17,
126,1384407514037452800,@CMODelhi @DelhiPolice @dtptraffic down with fever and need to visit doctor. Can I go out for doctor consultation?… https://t.co/kurPA3Q47Z,,2021-04-20 07:24:07,CMODelhi
127,1384407352216936448,@LtGovDelhi @DelhiPolice @ArvindKejriwal @msisodia in your orders you say essential services persons can get e-pass… https://t.co/9zx2nDbpsi,,2021-04-20 07:23:28,LtGovDelhi
128,1384406377443954688,@dtptraffic @DelhiPolice hi your movement pass link is not working... does a pregnant lady need to take pass before… https://t.co/VRQbEshzHy,,2021-04-20 07:19:36,dtptraffic
129,1384450919513747461,"@CMODelhi @LtGovDelhi @OfficialSdmc @DelhiPolice @MoHFW_INDIA @ArvindKejriwal 
Sir 
Please Reply
Do we need to Appl… https://t.co/hNV9cxj3rJ",,2021-04-20 10:16:35,CMODelhi
130,1384405317446815754,"@dtptraffic @DelhiPolice Hi, I have to travel back to my home at Gurgaon on coming Saturday from Kanpur. Do I need… https://t.co/SD71wqyxYB",,2021-04-20 07:15:23,dtptraffic
131,1384405031663804418,"Hello sir 
I have a store in noida which is open .
And I reside in Delhi which is under lockdown .
Please allow me… https://t.co/fW1RHFsH35",,2021-04-20 07:14:15,
132,1384400202518319105,"@DelhiPolice one of My family member (From UP) needs to visit our relatives family in Delhi ,where one elder expire… https://t.co/9s8ddIJXyg",,2021-04-20 06:55:03,DelhiPolice
133,1384396034252492801,@DelhiPolice How one apply for e-pass/Movement who has to attend wedding in Delhi ??,,2021-04-20 06:38:30,DelhiPolice
134,1384395718031380480,"@DelhiPolice @dtptraffic can I travel to noida.
I’m photographer but I don’t have epass..
Please reply asap.",,2021-04-20 06:37:14,DelhiPolice
135,1384441991245697031,@dtptraffic I have VAC appointment for US visa tomorrow. I have appointment confirmation letter for the same. Do I… https://t.co/jJ7SdFBPZ5,,2021-04-20 09:41:07,dtptraffic
136,1384443703406645248,Yesterday I have applied for movement pass for my father in law and it is still pending. We have essential goods sh… https://t.co/NmkOpwhsHy,,2021-04-20 09:47:55,
137,1384386719831654401,Please reply @DelhiPolice,1384188733595918336,2021-04-20 06:01:29,its_kk_jj
138,1384378046656909315,@imbevda @ArvindKejriwal @DelhiPolice I am based in Gurgaon and have to take my mother to her doctor in Fortis C Do… https://t.co/3wfOV7zUWo,1384373494947803139,2021-04-20 05:27:01,imbevda
139,1384442278924537860,"@DCPSouthDelhi 
@DelhiPolice 
Hello sir.
With Delhi lockdown what's the status of interstate travel.
I need to trav… https://t.co/lmqrH8FK4t",,2021-04-20 09:42:15,DCPSouthDelhi
140,1384440971912302592,"How much does one need to pay to avail NCR curfew ePass.
Needed epass for tomorrow for plasma donor. Pickup from Gu… https://t.co/RQjn0H8JUF",,2021-04-20 09:37:04,
141,1384376968792010755,Dear @CPDelhi @DelhiPolice i have to send my driver to take get medicine for my siter who is COVID+. Pls can you he… https://t.co/GDVnpttam0,,2021-04-20 05:22:44,
142,1384375389485637633,Are IT / ITeS allowed to open in Delhi Lockdown? The notice we got yesterday said they are. Can you please confirm?… https://t.co/ujRXMn4ozN,,2021-04-20 05:16:27,
143,1384373840508194822,"Dear Sir,
My sister's wedding planned this Friday at my home town(out of delhi) Can we go using personal car by roa… https://t.co/SoxuUa28V5",,2021-04-20 05:10:18,
144,1384418237719322624,"@DelhiPolice Hi can you please confirm if i can travel from Delhi to Noida in this week lockdown, as my office is i… https://t.co/lQkxoS1Tjj",,2021-04-20 08:06:43,DelhiPolice
145,1384372711837765637,"@DelhiPolice dear sir, I want to visit a covid testing lab. It’s 1.5 kms from here. Can I take a Uber / Ola and visit?",,2021-04-20 05:05:49,DelhiPolice
146,1384363899957379072,@DelhiPolice Can I go with my family for marriage showing marriage card during lockdown?,,2021-04-20 04:30:48,DelhiPolice
147,1384338993987211265,"I reside in delhi but my manufacturing unit is in Ghaziabad, how can I avail epass for travel to my work ?… https://t.co/XchBg1FQvw",,2021-04-20 02:51:50,
148,1384395743809601539,@DelhiPolice sir are couriers allowed in delhi...@trackonindia pls help to deliver the medicine courier asap pls https://t.co/DUJlur9Uyd,,2021-04-20 06:37:20,DelhiPolice
149,1384355554131288066,@DelhiPolice can we travel on this pass is it valid or not ?pls suggest our job location is gurgaon . https://t.co/brUxRjBXYJ,,2021-04-20 03:57:38,DelhiPolice
